order_id,user_id,product_id,quantity,total_price,payment_method,order_date
3133,62466,8334,1,95.25,PayPal,2023-10-08 16:41:25.566270
3134,51444,2927,1,26.88,Apple Pay,2023-10-08 16:41:25.566270
3135,67239,9386,1,53.36,Credit Card,2023-10-08 16:41:25.566270
3136,34242,6036,1,12.5,Debit Card,2023-10-09 16:41:25.566270
3137,57272,1079,1,97.4,Debit Card,2023-10-09 16:41:25.566270
3138,42979,5505,1,27.57,Debit Card,2023-10-09 16:41:25.566270
3139,29073,6864,1,76.13,Debit Card,2023-10-09 16:41:25.566270
3140,44370,2368,1,12.85,Debit Card,2023-10-09 16:41:25.566270
3141,10799,3318,1,160.15,Credit Card,2023-10-09 16:41:25.566270
3142,71288,1782,1,28.82,Apple Pay,2023-10-09 16:41:25.566270
3143,23692,1165,1,139.14,Credit Card,2023-10-09 16:41:25.566270
3144,90066,5955,5,244.7,PayPal,2023-10-09 16:41:25.566270
3145,27124,3324,1,318.86,PayPal,2023-10-09 16:41:25.566270
3146,51846,2148,1,40.89,Credit Card,2023-10-09 16:41:25.566270
3147,87494,6579,1,23.45,Credit Card,2023-10-09 16:41:25.566270
3148,78505,3342,5,167.25,Credit Card,2023-10-09 16:41:25.566270
3149,90939,9619,1,19.16,Credit Card,2023-10-09 16:41:25.566270
3150,14566,1404,1,296.66,Apple Pay,2023-10-10 16:41:25.566270
3151,5163,943,2,397.38,Credit Card,2023-10-10 16:41:25.566270
3152,13795,174,2,85.38,Credit Card,2023-10-10 16:41:25.566270
3153,76311,882,1,42.0,Debit Card,2023-10-10 16:41:25.566270
3154,38363,7257,1,25.58,Apple Pay,2023-10-10 16:41:25.566270
3155,34237,4966,2,373.92,Debit Card,2023-10-10 16:41:25.566270
3156,71182,4743,1,17.3,Credit Card,2023-10-10 16:41:25.566270
3157,94951,1921,1,109.92,Apple Pay,2023-10-10 16:41:25.566270
3158,66222,142,1,35.55,PayPal,2023-10-10 16:41:25.566270
3159,57897,5345,1,28.11,PayPal,2023-10-10 16:41:25.566270
3160,27100,7286,2,258.24,Debit Card,2023-10-10 16:41:25.566270
3161,13537,6248,1,15.86,PayPal,2023-10-10 16:41:25.566270
3162,35133,226,1,12.37,Apple Pay,2023-10-10 16:41:25.566270
3163,44981,4238,1,28.84,Credit Card,2023-10-10 16:41:25.566270
3164,7478,4069,1,246.39,PayPal,2023-10-10 16:41:25.566270
3165,17675,4087,1,28.81,Apple Pay,2023-10-10 16:41:25.566270
3166,2680,1888,1,22.97,PayPal,2023-10-10 16:41:25.566270
3167,20537,6737,1,39.24,Credit Card,2023-10-10 16:41:25.566270
3168,51114,7053,1,16.82,Debit Card,2023-10-10 16:41:25.566270
3169,84449,3518,1,16.07,Apple Pay,2023-10-11 16:41:25.566270
3170,81783,7150,1,126.68,Apple Pay,2023-10-11 16:41:25.566270
3171,75408,32,1,73.69,PayPal,2023-10-11 16:41:25.566270
3172,94061,1737,1,38.27,Credit Card,2023-10-11 16:41:25.566270
3173,71117,7077,1,164.82,Debit Card,2023-10-11 16:41:25.566270
3174,42653,6335,1,82.82,PayPal,2023-10-11 16:41:25.566270
3175,37111,1436,1,226.21,Credit Card,2023-10-11 16:41:25.566270
3176,55878,7227,1,61.61,Credit Card,2023-10-11 16:41:25.566270
3177,88375,2428,5,148.75,PayPal,2023-10-11 16:41:25.566270
3178,44518,3664,1,93.98,PayPal,2023-10-11 16:41:25.566270
3179,43259,7538,2,10.0,Apple Pay,2023-10-11 16:41:25.566270
3180,16950,5324,1,67.93,Debit Card,2023-10-11 16:41:25.566270
3181,95981,1596,2,26.84,Debit Card,2023-10-11 16:41:25.566270
3182,78784,2027,1,9.1,Credit Card,2023-10-11 16:41:25.566270
3183,33801,1905,1,44.8,Credit Card,2023-10-11 16:41:25.566270
3184,42890,3141,1,194.57,Apple Pay,2023-10-11 16:41:25.566270
3185,85661,2338,1,146.76,Credit Card,2023-10-11 16:41:25.566270
3186,98730,9164,1,11.27,PayPal,2023-10-12 16:41:25.566270
3187,93297,3598,2,24.8,Apple Pay,2023-10-12 16:41:25.566270
3188,39214,1090,1,59.52,Debit Card,2023-10-12 16:41:25.566270
3189,66532,8647,1,50.73,Apple Pay,2023-10-12 16:41:25.566270
3190,88137,5591,1,130.45,Credit Card,2023-10-12 16:41:25.566270
3191,64781,4661,1,302.75,Debit Card,2023-10-12 16:41:25.566270
3192,9077,7547,1,51.39,Apple Pay,2023-10-12 16:41:25.566270
3193,60095,7499,1,170.38,PayPal,2023-10-12 16:41:25.566270
3194,73038,7651,1,96.26,PayPal,2023-10-12 16:41:25.566270
3195,274,8914,1,131.75,Debit Card,2023-10-12 16:41:25.566270
3196,79869,6894,1,138.1,Credit Card,2023-10-12 16:41:25.566270
3197,4169,2504,1,21.06,Apple Pay,2023-10-12 16:41:25.566270
3198,75483,5477,1,296.24,Debit Card,2023-10-12 16:41:25.566270
3199,84400,410,1,17.35,Credit Card,2023-10-12 16:41:25.566270
3200,45129,6065,1,41.89,Debit Card,2023-10-12 16:41:25.566270
3201,18998,2649,1,290.65,Apple Pay,2023-10-12 16:41:25.566270
3202,61489,2640,1,306.55,PayPal,2023-10-13 16:41:25.566270
3203,49037,999,1,38.27,Debit Card,2023-10-13 16:41:25.566270
3204,63236,3783,1,33.46,Debit Card,2023-10-13 16:41:25.566270
3205,40964,3698,1,357.24,Apple Pay,2023-10-13 16:41:25.566270
3206,15113,8111,1,69.7,Debit Card,2023-10-13 16:41:25.566270
3207,47012,3440,1,204.67,Apple Pay,2023-10-13 16:41:25.566270
3208,57407,7806,1,35.01,Credit Card,2023-10-13 16:41:25.566270
3209,79226,5882,1,97.58,PayPal,2023-10-13 16:41:25.566270
3210,36721,9467,3,500.15999999999997,Debit Card,2023-10-13 16:41:25.566270
3211,68722,6135,1,251.97,Debit Card,2023-10-13 16:41:25.566270
3212,93738,3580,5,1352.75,PayPal,2023-10-13 16:41:25.566270
3213,25725,161,1,79.11,PayPal,2023-10-13 16:41:25.566270
3214,68052,1458,1,54.17,Credit Card,2023-10-13 16:41:25.566270
3215,61538,564,1,64.93,PayPal,2023-10-13 16:41:25.566270
3216,38814,5725,1,51.85,Debit Card,2023-10-13 16:41:25.566270
3217,29238,6713,1,32.51,PayPal,2023-10-13 16:41:25.566270
3218,87724,7524,3,483.75,PayPal,2023-10-13 16:41:25.566270
3219,98683,2448,1,164.66,PayPal,2023-10-13 16:41:25.566270
3220,21859,6694,4,559.8,Debit Card,2023-10-13 16:41:25.566270
3221,55262,5449,1,112.41,PayPal,2023-10-13 16:41:25.566270
3222,26635,5630,1,35.42,Credit Card,2023-10-13 16:41:25.566270
3223,7189,7732,1,21.57,Debit Card,2023-10-13 16:41:25.566270
3224,7177,4377,1,31.19,PayPal,2023-10-14 16:41:25.566270
3225,29513,5327,1,25.79,Debit Card,2023-10-14 16:41:25.566270
3226,38154,3816,1,40.09,Credit Card,2023-10-14 16:41:25.566270
3227,78676,7182,1,158.17,Debit Card,2023-10-14 16:41:25.566270
3228,34296,1596,1,13.42,Apple Pay,2023-10-14 16:41:25.566270
3229,71076,5556,1,52.47,Debit Card,2023-10-14 16:41:25.566270
3230,83549,2616,1,181.71,Debit Card,2023-10-14 16:41:25.566270
3231,83162,4951,1,90.73,PayPal,2023-10-14 16:41:25.566270
3232,47376,5045,2,243.38,Debit Card,2023-10-14 16:41:25.566270
3233,14019,5086,1,164.39,Debit Card,2023-10-14 16:41:25.566270
3234,9526,811,1,226.58,Apple Pay,2023-10-14 16:41:25.566270
3235,38755,4990,2,748.96,Apple Pay,2023-10-14 16:41:25.566270
3236,28416,8051,1,26.65,Credit Card,2023-10-14 16:41:25.566270
3237,59888,3176,1,110.05,Credit Card,2023-10-14 16:41:25.566270
3238,7478,9741,1,17.74,Credit Card,2023-10-14 16:41:25.566270
3239,71417,8052,1,144.6,PayPal,2023-10-14 16:41:25.566270
3240,50557,5736,1,151.45,Debit Card,2023-10-14 16:41:25.566270
3241,67789,5284,1,125.9,Debit Card,2023-10-14 16:41:25.566270
3242,101,7479,1,65.17,PayPal,2023-10-15 16:41:25.566270
3243,91268,8275,1,165.91,Debit Card,2023-10-15 16:41:25.566270
3244,48537,6275,1,5.0,Debit Card,2023-10-15 16:41:25.566270
3245,76041,4481,1,145.09,Debit Card,2023-10-15 16:41:25.566270
3246,23100,5091,1,75.57,PayPal,2023-10-15 16:41:25.566270
3247,36109,3589,1,59.56,Debit Card,2023-10-15 16:41:25.566270
3248,54374,8052,1,144.6,Credit Card,2023-10-15 16:41:25.566270
3249,17811,8782,1,125.1,PayPal,2023-10-15 16:41:25.566270
3250,42812,5430,1,109.48,Apple Pay,2023-10-15 16:41:25.566270
3251,9868,3369,1,20.02,PayPal,2023-10-15 16:41:25.566270
3252,36487,6786,1,15.81,Debit Card,2023-10-15 16:41:25.566270
3253,41915,424,1,6.15,PayPal,2023-10-15 16:41:25.566270
3254,72720,5318,2,263.62,PayPal,2023-10-15 16:41:25.566270
3255,83035,7691,5,169.75,PayPal,2023-10-15 16:41:25.566270
3256,68721,9120,1,122.7,Credit Card,2023-10-16 16:41:25.566270
3257,94399,7378,1,135.86,PayPal,2023-10-16 16:41:25.566270
3258,85471,3989,3,132.87,Credit Card,2023-10-16 16:41:25.566270
3259,91359,8416,1,31.69,Apple Pay,2023-10-16 16:41:25.566270
3260,30567,9633,3,213.99,Credit Card,2023-10-16 16:41:25.566270
3261,12008,3371,1,7.33,PayPal,2023-10-16 16:41:25.566270
3262,71953,4503,1,105.19,Credit Card,2023-10-16 16:41:25.566270
3263,88163,8939,2,156.22,PayPal,2023-10-16 16:41:25.566270
3264,38070,7813,1,253.72,Apple Pay,2023-10-16 16:41:25.566270
3265,66573,502,1,73.62,Debit Card,2023-10-16 16:41:25.566270
3266,49907,8080,3,290.52,Apple Pay,2023-10-16 16:41:25.566270
3267,40065,9178,1,20.9,PayPal,2023-10-16 16:41:25.566270
3268,49382,1646,1,11.49,Debit Card,2023-10-16 16:41:25.566270
3269,73783,4942,1,101.29,Apple Pay,2023-10-16 16:41:25.566270
3270,51846,9901,2,16.76,Credit Card,2023-10-16 16:41:25.566270
3271,91585,6952,1,12.21,Apple Pay,2023-10-16 16:41:25.566270
3272,49841,8518,1,64.91,Apple Pay,2023-10-16 16:41:25.566270
3273,60253,1443,1,5.0,Credit Card,2023-10-16 16:41:25.566270
3274,34124,2550,4,101.6,Apple Pay,2023-10-17 16:41:25.566270
3275,62885,5008,1,80.34,Credit Card,2023-10-17 16:41:25.566270
3276,99682,248,1,19.11,PayPal,2023-10-17 16:41:25.566270
3277,51143,3664,1,93.98,Apple Pay,2023-10-17 16:41:25.566270
3278,28800,3816,1,40.09,Apple Pay,2023-10-17 16:41:25.566270
3279,10343,3395,1,19.9,Apple Pay,2023-10-17 16:41:25.566270
3280,33361,8499,1,70.15,Apple Pay,2023-10-17 16:41:25.566270
3281,40151,7203,1,138.84,Apple Pay,2023-10-17 16:41:25.566270
3282,22958,968,1,117.58,Apple Pay,2023-10-17 16:41:25.566270
3283,90539,3071,1,28.92,PayPal,2023-10-17 16:41:25.566270
3284,30005,2920,1,121.78,Apple Pay,2023-10-17 16:41:25.566270
3285,47424,3252,1,57.94,Credit Card,2023-10-17 16:41:25.566270
3286,57054,3862,3,636.03,Debit Card,2023-10-17 16:41:25.566270
3287,37580,7706,1,6.0,Debit Card,2023-10-17 16:41:25.566270
3288,98775,549,3,15.0,Credit Card,2023-10-17 16:41:25.566270
3289,255,5944,1,26.42,Apple Pay,2023-10-17 16:41:25.566270
3290,47563,1100,1,71.28,PayPal,2023-10-17 16:41:25.566270
3291,64838,2664,3,590.0999999999999,Credit Card,2023-10-17 16:41:25.566270
3292,27870,9741,1,17.74,Credit Card,2023-10-17 16:41:25.566270
3293,9083,2483,1,75.47,PayPal,2023-10-17 16:41:25.566270
3294,53985,1503,1,98.7,Credit Card,2023-10-17 16:41:25.566270
3295,56575,2265,1,51.23,Debit Card,2023-10-17 16:41:25.566270
3296,23702,8277,3,407.34000000000003,PayPal,2023-10-17 16:41:25.566270
3297,5692,28,1,44.74,Debit Card,2023-10-18 16:41:25.566270
3298,55371,8360,5,66.85,PayPal,2023-10-18 16:41:25.566270
3299,80567,8442,1,48.02,Apple Pay,2023-10-18 16:41:25.566270
3300,5673,6135,1,251.97,Apple Pay,2023-10-18 16:41:25.566270
3301,10540,1159,3,506.84999999999997,Debit Card,2023-10-18 16:41:25.566270
3302,13184,1230,1,17.1,Credit Card,2023-10-18 16:41:25.566270
3303,35356,2655,1,110.52,Apple Pay,2023-10-18 16:41:25.566270
3304,45431,1819,1,116.34,Credit Card,2023-10-18 16:41:25.566270
3305,13951,7154,1,9.27,Debit Card,2023-10-18 16:41:25.566270
3306,96199,1805,2,140.9,Credit Card,2023-10-18 16:41:25.566270
3307,12889,7555,1,278.01,PayPal,2023-10-18 16:41:25.566270
3308,28656,1467,1,14.49,Apple Pay,2023-10-18 16:41:25.566270
3309,24923,8656,1,103.93,Apple Pay,2023-10-18 16:41:25.566270
3310,34941,5720,1,190.55,PayPal,2023-10-18 16:41:25.566270
3311,5429,6410,1,144.03,Apple Pay,2023-10-18 16:41:25.566270
3312,13978,2573,1,124.75,Apple Pay,2023-10-18 16:41:25.566270
3313,12707,971,1,16.25,Apple Pay,2023-10-18 16:41:25.566270
3314,16597,5457,1,9.42,Credit Card,2023-10-18 16:41:25.566270
3315,33615,5105,1,11.57,Debit Card,2023-10-19 16:41:25.566270
3316,42966,5986,1,62.34,Apple Pay,2023-10-19 16:41:25.566270
3317,13857,7697,1,133.87,Debit Card,2023-10-19 16:41:25.566270
3318,21519,5760,1,299.46,Apple Pay,2023-10-19 16:41:25.566270
3319,56096,1671,1,104.78,Credit Card,2023-10-19 16:41:25.566270
3320,65017,7569,1,11.95,Debit Card,2023-10-19 16:41:25.566270
3321,83057,2265,1,51.23,Debit Card,2023-10-19 16:41:25.566270
3322,4519,4311,1,70.66,Credit Card,2023-10-19 16:41:25.566270
3323,60409,7096,1,34.05,Debit Card,2023-10-19 16:41:25.566270
3324,5941,2145,1,26.94,Debit Card,2023-10-19 16:41:25.566270
3325,37224,9124,1,9.4,Credit Card,2023-10-19 16:41:25.566270
3326,91444,515,1,201.08,Apple Pay,2023-10-19 16:41:25.566270
3327,20203,55,1,28.46,Debit Card,2023-10-19 16:41:25.566270
3328,46152,7178,1,5.0,PayPal,2023-10-19 16:41:25.566270
3329,30309,2334,1,281.64,Apple Pay,2023-10-19 16:41:25.566270
3330,19274,9039,1,87.09,Credit Card,2023-10-19 16:41:25.566270
3331,6457,4798,1,84.9,Apple Pay,2023-10-19 16:41:25.566270
3332,71206,8102,1,470.4,Credit Card,2023-10-19 16:41:25.566270
3333,63541,2317,1,10.85,PayPal,2023-10-19 16:41:25.566270
3334,80741,9061,1,8.05,Credit Card,2023-10-19 16:41:25.566270
3335,79100,3925,1,16.58,Credit Card,2023-10-19 16:41:25.566270
3336,13910,9314,1,21.71,Credit Card,2023-10-19 16:41:25.566270
3337,65116,438,1,6.58,PayPal,2023-10-19 16:41:25.566270
3338,21395,8181,1,161.93,PayPal,2023-10-19 16:41:25.566270
3339,53535,2017,1,14.32,Apple Pay,2023-10-19 16:41:25.566270
3340,23703,7622,1,9.31,PayPal,2023-10-20 16:41:25.566270
3341,85577,7310,1,222.6,Credit Card,2023-10-20 16:41:25.566270
3342,83954,9921,3,443.04,PayPal,2023-10-20 16:41:25.566270
3343,56,8177,3,241.53000000000003,Debit Card,2023-10-20 16:41:25.566270
3344,72451,2938,1,64.34,Debit Card,2023-10-20 16:41:25.566270
3345,65073,1985,2,25.08,PayPal,2023-10-20 16:41:25.566270
3346,77021,6737,1,39.24,Apple Pay,2023-10-20 16:41:25.566270
3347,63211,3346,2,129.16,PayPal,2023-10-20 16:41:25.566270
3348,41532,4058,1,45.63,Credit Card,2023-10-20 16:41:25.566270
3349,27974,3180,2,188.24,Credit Card,2023-10-20 16:41:25.566270
3350,16399,4611,4,42.16,PayPal,2023-10-20 16:41:25.566270
3351,35374,8966,2,150.3,Credit Card,2023-10-20 16:41:25.566270
3352,88685,1769,1,21.27,Debit Card,2023-10-20 16:41:25.566270
3353,91168,2808,3,1277.25,Credit Card,2023-10-20 16:41:25.566270
3354,34296,5876,1,183.85,Apple Pay,2023-10-20 16:41:25.566270
3355,37085,2778,1,46.34,Credit Card,2023-10-20 16:41:25.566270
3356,19526,3093,1,88.62,Debit Card,2023-10-20 16:41:25.566270
3357,76382,6799,1,241.76,Credit Card,2023-10-20 16:41:25.566270
3358,36500,4755,1,69.98,Credit Card,2023-10-20 16:41:25.566270
3359,51800,5260,2,375.16,PayPal,2023-10-20 16:41:25.566270
3360,66606,3565,1,156.83,Credit Card,2023-10-20 16:41:25.566270
3361,31954,8506,1,382.69,Apple Pay,2023-10-20 16:41:25.566270
3362,16140,4717,1,52.99,PayPal,2023-10-20 16:41:25.566270
3363,74723,1607,5,179.75,Apple Pay,2023-10-20 16:41:25.566270
3364,73102,8177,1,80.51,Apple Pay,2023-10-20 16:41:25.566270
3365,30943,7209,1,35.34,Credit Card,2023-10-21 16:41:25.566270
3366,94499,3925,1,16.58,Apple Pay,2023-10-21 16:41:25.566270
3367,26095,9075,1,275.93,Credit Card,2023-10-21 16:41:25.566270
3368,85407,6412,2,13.86,Debit Card,2023-10-21 16:41:25.566270
3369,89623,7894,1,29.14,Credit Card,2023-10-21 16:41:25.566270
3370,68343,6629,1,35.17,Credit Card,2023-10-21 16:41:25.566270
3371,93596,5188,3,46.650000000000006,PayPal,2023-10-21 16:41:25.566270
3372,13627,7641,4,225.56,PayPal,2023-10-21 16:41:25.566270
3373,85753,3035,2,56.96,Debit Card,2023-10-21 16:41:25.566270
3374,10391,2265,1,51.23,Apple Pay,2023-10-21 16:41:25.566270
3375,23707,698,1,424.09,Apple Pay,2023-10-21 16:41:25.566270
3376,69400,8433,1,364.42,Debit Card,2023-10-21 16:41:25.566270
3377,81824,8927,1,148.1,Credit Card,2023-10-21 16:41:25.566270
3378,90568,1040,1,45.19,Apple Pay,2023-10-21 16:41:25.566270
3379,59548,1045,1,181.31,PayPal,2023-10-21 16:41:25.566270
3380,20845,6050,1,232.06,PayPal,2023-10-21 16:41:25.566270
3381,95388,7107,2,16.36,Debit Card,2023-10-21 16:41:25.566270
3382,59161,7892,2,25.8,Debit Card,2023-10-21 16:41:25.566270
3383,3224,1268,1,114.52,Apple Pay,2023-10-21 16:41:25.566270
3384,5894,2296,1,5.0,Debit Card,2023-10-21 16:41:25.566270
3385,29196,317,1,109.78,Debit Card,2023-10-21 16:41:25.566270
3386,9003,9166,1,70.01,Apple Pay,2023-10-21 16:41:25.566270
3387,81173,9558,1,275.51,Debit Card,2023-10-21 16:41:25.566270
3388,54650,1169,1,23.25,Debit Card,2023-10-21 16:41:25.566270
3389,70453,842,1,43.71,Credit Card,2023-10-21 16:41:25.566270
3390,46078,5512,3,423.48,Credit Card,2023-10-22 16:41:25.566270
3391,26095,9350,1,37.54,PayPal,2023-10-22 16:41:25.566270
3392,73787,4442,1,191.92,Apple Pay,2023-10-22 16:41:25.566270
3393,71831,4320,1,39.95,Credit Card,2023-10-22 16:41:25.566270
3394,548,2921,2,60.14,Debit Card,2023-10-22 16:41:25.566270
3395,12430,9178,1,20.9,Apple Pay,2023-10-22 16:41:25.566270
3396,38929,1867,2,67.32,Apple Pay,2023-10-22 16:41:25.566270
3397,40903,2224,1,59.95,PayPal,2023-10-22 16:41:25.566270
3398,95531,8801,1,73.61,Apple Pay,2023-10-22 16:41:25.566270
3399,98963,4937,1,182.66,PayPal,2023-10-22 16:41:25.566270
3400,91293,5901,1,7.74,Debit Card,2023-10-22 16:41:25.566270
3401,12845,322,1,46.08,PayPal,2023-10-22 16:41:25.566270
3402,40473,261,4,463.04,Apple Pay,2023-10-22 16:41:25.566270
3403,6062,6828,5,520.55,PayPal,2023-10-22 16:41:25.566270
3404,40622,7142,1,5.0,Credit Card,2023-10-23 16:41:25.566270
3405,53535,9841,1,39.7,Apple Pay,2023-10-23 16:41:25.566270
3406,47504,2656,1,96.55,PayPal,2023-10-23 16:41:25.566270
3407,62822,4065,1,69.21,Credit Card,2023-10-23 16:41:25.566270
3408,88101,5410,1,120.06,Debit Card,2023-10-23 16:41:25.566270
3409,16363,5477,1,296.24,Debit Card,2023-10-23 16:41:25.566270
3410,55860,3795,1,38.12,Debit Card,2023-10-23 16:41:25.566270
3411,79550,244,1,158.88,Apple Pay,2023-10-23 16:41:25.566270
3412,26587,1769,1,21.27,Credit Card,2023-10-23 16:41:25.566270
3413,56820,8407,1,60.68,PayPal,2023-10-23 16:41:25.566270
3414,43790,6400,5,1249.05,PayPal,2023-10-23 16:41:25.566270
3415,29262,6390,1,189.28,PayPal,2023-10-23 16:41:25.566270
3416,24675,7568,1,88.2,Credit Card,2023-10-23 16:41:25.566270
3417,23654,8550,3,217.70999999999998,PayPal,2023-10-23 16:41:25.566270
3418,90162,8855,1,78.68,Credit Card,2023-10-23 16:41:25.566270
3419,35964,5735,1,5.0,PayPal,2023-10-23 16:41:25.566270
3420,29411,667,1,58.91,PayPal,2023-10-23 16:41:25.566270
3421,68200,3763,1,10.14,Credit Card,2023-10-23 16:41:25.566270
3422,65022,7105,5,86.19999999999999,Debit Card,2023-10-23 16:41:25.566270
3423,90756,6120,1,102.8,Credit Card,2023-10-23 16:41:25.566270
3424,73197,4712,1,19.16,Credit Card,2023-10-23 16:41:25.566270
3425,57408,6487,1,127.85,Credit Card,2023-10-23 16:41:25.566270
3426,51749,7892,1,12.9,Apple Pay,2023-10-23 16:41:25.566270
3427,1543,3503,1,27.32,Credit Card,2023-10-23 16:41:25.566270
3428,15567,9305,1,38.71,PayPal,2023-10-23 16:41:25.566270
3429,65394,2601,1,79.49,PayPal,2023-10-23 16:41:25.566270
3430,42122,8929,1,75.21,PayPal,2023-10-23 16:41:25.566270
3431,64603,1145,2,10.0,Debit Card,2023-10-23 16:41:25.566270
3432,280,3905,1,181.51,Debit Card,2023-10-23 16:41:25.566270
3433,72907,3083,1,168.76,Credit Card,2023-10-23 16:41:25.566270
3434,8677,8054,1,20.38,PayPal,2023-10-24 16:41:25.566270
3435,63236,8455,1,23.84,PayPal,2023-10-24 16:41:25.566270
3436,67222,113,1,5.44,Apple Pay,2023-10-24 16:41:25.566270
3437,68604,4937,1,182.66,PayPal,2023-10-24 16:41:25.566270
3438,82658,3307,1,141.72,Debit Card,2023-10-24 16:41:25.566270
3439,19449,4182,1,11.8,Credit Card,2023-10-24 16:41:25.566270
3440,14180,1782,1,28.82,Apple Pay,2023-10-24 16:41:25.566270
3441,69461,3216,1,46.71,Credit Card,2023-10-24 16:41:25.566270
3442,10132,5253,1,132.66,Debit Card,2023-10-24 16:41:25.566270
3443,60429,139,1,5.0,Debit Card,2023-10-24 16:41:25.566270
3444,10676,7624,1,337.17,Debit Card,2023-10-24 16:41:25.566270
3445,22302,6811,1,5.0,PayPal,2023-10-24 16:41:25.566270
3446,13396,7713,1,5.0,Debit Card,2023-10-24 16:41:25.566270
3447,94904,1440,1,5.0,Debit Card,2023-10-24 16:41:25.566270
3448,67806,6093,1,145.65,Credit Card,2023-10-24 16:41:25.566270
3449,49313,176,2,1216.42,PayPal,2023-10-24 16:41:25.566270
3450,30002,1775,4,20.0,PayPal,2023-10-24 16:41:25.566270
3451,65778,4006,2,39.56,Apple Pay,2023-10-24 16:41:25.566270
3452,80647,1768,3,144.69,Credit Card,2023-10-24 16:41:25.566270
3453,94380,8088,2,294.28,Debit Card,2023-10-25 16:41:25.566270
3454,99321,3664,1,93.98,Debit Card,2023-10-25 16:41:25.566270
3455,73307,6930,1,97.8,PayPal,2023-10-25 16:41:25.566270
3456,88660,6576,1,28.82,Debit Card,2023-10-25 16:41:25.566270
3457,27507,6301,1,31.49,Debit Card,2023-10-25 16:41:25.566270
3458,74967,735,2,123.64,PayPal,2023-10-25 16:41:25.566270
3459,96808,4192,1,188.26,Debit Card,2023-10-25 16:41:25.566270
3460,35579,2057,1,47.92,Debit Card,2023-10-25 16:41:25.566270
3461,49325,8825,1,54.4,Credit Card,2023-10-25 16:41:25.566270
3462,6959,3779,1,243.99,Apple Pay,2023-10-25 16:41:25.566270
3463,56145,2683,1,109.47,Apple Pay,2023-10-25 16:41:25.566270
3464,99610,2910,1,179.41,Apple Pay,2023-10-25 16:41:25.566270
3465,81191,9214,1,212.36,Debit Card,2023-10-25 16:41:25.566270
3466,48301,8383,1,5.0,Credit Card,2023-10-25 16:41:25.566270
3467,8669,3398,2,34.22,PayPal,2023-10-25 16:41:25.566270
3468,54337,3673,1,5.0,Apple Pay,2023-10-25 16:41:25.566270
3469,46211,6788,1,78.74,Apple Pay,2023-10-25 16:41:25.566270
3470,95093,5488,1,35.12,Apple Pay,2023-10-25 16:41:25.566270
3471,84089,70,1,56.67,Debit Card,2023-10-25 16:41:25.566270
3472,8446,6090,1,75.61,Credit Card,2023-10-25 16:41:25.566270
3473,82693,4342,1,56.93,Apple Pay,2023-10-25 16:41:25.566270
3474,71703,1455,1,93.21,PayPal,2023-10-26 16:41:25.566270
3475,66070,8395,1,63.13,PayPal,2023-10-26 16:41:25.566270
3476,21449,5570,1,78.97,Debit Card,2023-10-26 16:41:25.566270
3477,88604,9473,1,40.28,Apple Pay,2023-10-26 16:41:25.566270
3478,91014,634,1,54.04,Credit Card,2023-10-26 16:41:25.566270
3479,78771,9714,1,40.92,PayPal,2023-10-26 16:41:25.566270
3480,13252,9894,5,134.0,Apple Pay,2023-10-26 16:41:25.566270
3481,73100,1429,1,65.87,Apple Pay,2023-10-26 16:41:25.566270
3482,91073,3148,1,21.17,Debit Card,2023-10-26 16:41:25.566270
3483,8605,8402,3,69.06,Credit Card,2023-10-26 16:41:25.566270
3484,47711,2932,1,39.23,Apple Pay,2023-10-26 16:41:25.566270
3485,11107,5209,1,10.33,Apple Pay,2023-10-26 16:41:25.566270
3486,84967,6984,1,172.03,Debit Card,2023-10-26 16:41:25.566270
3487,72772,8554,1,11.94,Debit Card,2023-10-26 16:41:25.566270
3488,78777,9486,1,190.94,PayPal,2023-10-26 16:41:25.566270
3489,80973,5567,1,328.35,Debit Card,2023-10-26 16:41:25.566270
3490,48161,4277,1,70.04,Credit Card,2023-10-26 16:41:25.566270
3491,19496,2294,1,125.43,Debit Card,2023-10-26 16:41:25.566270
3492,92377,2601,5,397.45,PayPal,2023-10-27 16:41:25.566270
3493,48049,6071,1,25.42,Apple Pay,2023-10-27 16:41:25.566270
3494,68834,6920,1,56.43,Apple Pay,2023-10-27 16:41:25.566270
3495,69019,2078,1,263.25,Credit Card,2023-10-27 16:41:25.566270
3496,48323,2248,1,87.12,Credit Card,2023-10-27 16:41:25.566270
3497,60978,1303,1,137.56,Debit Card,2023-10-27 16:41:25.566270
3498,35890,6472,1,239.06,PayPal,2023-10-27 16:41:25.566270
3499,88626,6468,3,61.5,Apple Pay,2023-10-27 16:41:25.566270
3500,63098,4914,1,5.0,Apple Pay,2023-10-27 16:41:25.566270
3501,91366,3113,2,10.0,PayPal,2023-10-27 16:41:25.566270
3502,26235,3832,1,12.31,Debit Card,2023-10-27 16:41:25.566270
3503,50625,4068,1,229.71,Credit Card,2023-10-27 16:41:25.566270
3504,53033,5105,1,11.57,Apple Pay,2023-10-27 16:41:25.566270
3505,84151,81,2,211.88,Debit Card,2023-10-27 16:41:25.566270
3506,7686,4260,1,64.48,Credit Card,2023-10-27 16:41:25.566270
3507,86848,6276,1,131.7,Debit Card,2023-10-28 16:41:25.566270
3508,49438,9282,2,36.94,Apple Pay,2023-10-28 16:41:25.566270
3509,54384,5783,1,6.26,PayPal,2023-10-28 16:41:25.566270
