product_id,weight,product_name,category,subcategory,brand,price,rating,stock,launch_date
2766,118,Product_Clothing_2766,Clothing,Shoes,Brand_W46,61.16,3.9,102,2026-03-03 16:41:25.566270
3283,118,Product_Toys_3283,Toys,Board Games,Brand_M89,21.85,3.6,93,2024-10-15 16:41:25.566270
966,118,Product_Automotive_966,Automotive,Car Care,Brand_G26,9.83,4.3,82,2025-11-22 16:41:25.566270
3467,118,Product_Automotive_3467,Automotive,Accessories,Brand_G11,140.55,3.4,102,2025-03-19 16:41:25.566270
3444,118,Product_Automotive_3444,Automotive,Accessories,Brand_F85,291.91,4.3,105,2024-09-25 16:41:25.566270
3567,118,Product_Automotive_3567,Automotive,Parts,Brand_G60,52.72,2.4,97,2025-05-07 16:41:25.566270
4680,118,Product_Books_4680,Books,Non-Fiction,Brand_T31,169.14,4.6,111,2025-03-27 16:41:25.566270
6850,118,Product_Clothing_6850,Clothing,Kids,Brand_V89,103.02,4.3,110,2024-12-17 16:41:25.566270
2294,118,Product_Books_2294,Books,Comics,Brand_S54,125.43,2.9,104,2025-09-22 16:41:25.566270
6041,118,Product_Clothing_6041,Clothing,Women,Brand_Y74,92.52,5.0,90,2026-03-25 16:41:25.566270
6016,118,Product_Sports_6016,Sports,Cycling,Brand_E13,183.8,3.2,103,2024-05-02 16:41:25.566270
6040,118,Product_Home & Kitchen_6040,Home & Kitchen,Bedding,Brand_I16,29.46,3.9,92,2025-11-02 16:41:25.566270
4188,118,Product_Automotive_4188,Automotive,Motorcycle,Brand_M11,5.0,2.5,87,2025-06-15 16:41:25.566270
3112,118,Product_Sports_3112,Sports,Fitness,Brand_Y64,100.65,4.0,91,2026-02-25 16:41:25.566270
6279,117,Product_Clothing_6279,Clothing,Kids,Brand_X18,34.84,4.9,106,2025-02-07 16:41:25.566270
1548,117,Product_Home & Kitchen_1548,Home & Kitchen,Decor,Brand_V27,367.45,3.1,96,2025-05-03 16:41:25.566270
8850,117,Product_Automotive_8850,Automotive,Parts,Brand_E71,239.01,4.5,99,2025-01-17 16:41:25.566270
5486,117,Product_Home & Kitchen_5486,Home & Kitchen,Bedding,Brand_W37,36.41,2.8,106,2025-09-25 16:41:25.566270
8172,117,Product_Sports_8172,Sports,Fitness,Brand_N34,112.18,4.0,91,2025-07-23 16:41:25.566270
9977,117,Product_Clothing_9977,Clothing,Shoes,Brand_S73,86.44,3.9,107,2025-12-11 16:41:25.566270
7276,117,Product_Clothing_7276,Clothing,Accessories,Brand_O87,61.91,4.0,111,2025-02-12 16:41:25.566270
7787,117,Product_Home & Kitchen_7787,Home & Kitchen,Decor,Brand_C52,5.0,4.4,90,2025-05-04 16:41:25.566270
3302,117,Product_Beauty_3302,Beauty,Haircare,Brand_P63,84.54,4.1,104,2025-11-25 16:41:25.566270
2702,117,Product_Home & Kitchen_2702,Home & Kitchen,Bedding,Brand_R24,31.9,3.8,103,2024-11-02 16:41:25.566270
8443,117,Product_Home & Kitchen_8443,Home & Kitchen,Bedding,Brand_T79,73.04,3.1,87,2025-08-24 16:41:25.566270
3746,117,Product_Automotive_3746,Automotive,Parts,Brand_R89,58.68,4.0,98,2024-09-14 16:41:25.566270
7563,117,Product_Electronics_7563,Electronics,Smartphones,Brand_E99,15.23,4.3,112,2025-11-06 16:41:25.566270
8692,117,Product_Books_8692,Books,Fiction,Brand_O50,280.14,3.2,97,2025-04-20 16:41:25.566270
8074,117,Product_Clothing_8074,Clothing,Accessories,Brand_B95,65.9,4.4,92,2024-08-03 16:41:25.566270
7439,117,Product_Home & Kitchen_7439,Home & Kitchen,Bedding,Brand_S35,136.21,4.2,105,2024-10-18 16:41:25.566270
9103,117,Product_Home & Kitchen_9103,Home & Kitchen,Decor,Brand_C77,101.79,4.4,101,2025-04-25 16:41:25.566270
8500,117,Product_Beauty_8500,Beauty,Makeup,Brand_D25,64.06,4.1,94,2026-01-10 16:41:25.566270
5053,117,Product_Automotive_5053,Automotive,Tools,Brand_U47,72.28,4.3,97,2026-02-11 16:41:25.566270
4934,117,Product_Sports_4934,Sports,Golf,Brand_O32,5.0,4.1,96,2025-08-29 16:41:25.566270
9604,117,Product_Automotive_9604,Automotive,Tools,Brand_B90,41.75,3.1,98,2024-05-12 16:41:25.566270
1189,117,Product_Clothing_1189,Clothing,Women,Brand_I62,233.37,3.1,100,2024-11-09 16:41:25.566270
1933,117,Product_Home & Kitchen_1933,Home & Kitchen,Appliances,Brand_W15,68.3,3.6,98,2026-01-21 16:41:25.566270
7666,117,Product_Books_7666,Books,Fiction,Brand_P36,56.54,4.5,101,2025-06-25 16:41:25.566270
1106,117,Product_Sports_1106,Sports,Golf,Brand_T50,5.0,3.0,103,2026-03-29 16:41:25.566270
3381,117,Product_Beauty_3381,Beauty,Fragrance,Brand_H30,23.1,4.8,92,2025-01-06 16:41:25.566270
3683,116,Product_Toys_3683,Toys,Building Blocks,Brand_X95,139.56,3.2,92,2024-06-10 16:41:25.566270
4602,116,Product_Toys_4602,Toys,Board Games,Brand_P32,58.09,4.3,95,2025-02-25 16:41:25.566270
6057,116,Product_Books_6057,Books,Non-Fiction,Brand_O89,9.73,5.0,111,2025-02-21 16:41:25.566270
8263,116,Product_Toys_8263,Toys,Board Games,Brand_Y60,46.51,2.7,113,2024-10-26 16:41:25.566270
5882,116,Product_Beauty_5882,Beauty,Fragrance,Brand_R70,97.58,3.2,102,2025-05-12 16:41:25.566270
5877,116,Product_Automotive_5877,Automotive,Car Care,Brand_M61,29.87,3.3,99,2025-06-22 16:41:25.566270
5693,116,Product_Toys_5693,Toys,Educational,Brand_L13,47.85,2.5,104,2025-11-05 16:41:25.566270
5689,116,Product_Home & Kitchen_5689,Home & Kitchen,Bedding,Brand_F90,93.59,4.1,111,2026-03-26 16:41:25.566270
8672,116,Product_Sports_8672,Sports,Golf,Brand_P5,344.19,5.0,107,2024-12-17 16:41:25.566270
9560,116,Product_Electronics_9560,Electronics,Smartphones,Brand_O86,99.2,3.0,93,2025-02-14 16:41:25.566270
1765,116,Product_Automotive_1765,Automotive,Accessories,Brand_J92,158.15,3.6,99,2025-04-01 16:41:25.566270
1755,116,Product_Clothing_1755,Clothing,Men,Brand_X76,159.89,3.7,110,2025-03-06 16:41:25.566270
3741,116,Product_Books_3741,Books,Educational,Brand_L44,74.38,3.6,111,2025-05-07 16:41:25.566270
6813,116,Product_Automotive_6813,Automotive,Accessories,Brand_Z72,257.56,3.8,91,2025-11-27 16:41:25.566270
6717,116,Product_Clothing_6717,Clothing,Shoes,Brand_A16,132.52,2.2,110,2024-05-31 16:41:25.566270
9200,116,Product_Beauty_9200,Beauty,Haircare,Brand_F71,34.57,4.2,94,2025-12-14 16:41:25.566270
9795,116,Product_Books_9795,Books,Comics,Brand_P43,18.2,3.9,113,2025-08-14 16:41:25.566270
4807,116,Product_Home & Kitchen_4807,Home & Kitchen,Furniture,Brand_I9,113.75,4.2,92,2024-10-24 16:41:25.566270
1854,116,Product_Toys_1854,Toys,Board Games,Brand_E52,118.78,3.1,98,2025-11-16 16:41:25.566270
4726,116,Product_Toys_4726,Toys,Board Games,Brand_Q61,78.18,5.0,94,2024-10-31 16:41:25.566270
4846,116,Product_Clothing_4846,Clothing,Shoes,Brand_Z64,24.99,2.6,77,2026-02-04 16:41:25.566270
3581,116,Product_Clothing_3581,Clothing,Accessories,Brand_W86,167.51,3.2,109,2025-07-17 16:41:25.566270
8986,116,Product_Electronics_8986,Electronics,Cameras,Brand_I2,206.31,4.7,89,2024-07-14 16:41:25.566270
6193,116,Product_Toys_6193,Toys,Action Figures,Brand_X38,27.27,3.3,95,2025-08-21 16:41:25.566270
7143,116,Product_Sports_7143,Sports,Cycling,Brand_E49,74.98,4.6,108,2025-12-19 16:41:25.566270
7779,116,Product_Books_7779,Books,Educational,Brand_B30,143.26,3.9,95,2026-02-27 16:41:25.566270
3006,116,Product_Books_3006,Books,Fiction,Brand_W53,126.56,4.2,97,2024-07-04 16:41:25.566270
2954,116,Product_Beauty_2954,Beauty,Skincare,Brand_C87,64.51,3.7,88,2026-02-19 16:41:25.566270
8095,116,Product_Books_8095,Books,Non-Fiction,Brand_B2,94.47,3.7,93,2025-07-08 16:41:25.566270
4502,116,Product_Clothing_4502,Clothing,Shoes,Brand_O52,66.37,3.7,94,2025-11-26 16:41:25.566270
3315,116,Product_Home & Kitchen_3315,Home & Kitchen,Furniture,Brand_Z52,7.68,4.4,101,2025-02-22 16:41:25.566270
3305,116,Product_Clothing_3305,Clothing,Men,Brand_T66,5.0,3.8,93,2024-06-29 16:41:25.566270
2056,116,Product_Automotive_2056,Automotive,Accessories,Brand_X59,26.48,4.6,82,2024-11-14 16:41:25.566270
2095,116,Product_Beauty_2095,Beauty,Skincare,Brand_S10,22.37,3.5,92,2025-04-12 16:41:25.566270
1984,116,Product_Home & Kitchen_1984,Home & Kitchen,Cookware,Brand_C29,246.9,5.0,93,2025-08-18 16:41:25.566270
9153,116,Product_Automotive_9153,Automotive,Car Care,Brand_T16,87.64,3.6,92,2025-03-27 16:41:25.566270
1078,116,Product_Automotive_1078,Automotive,Parts,Brand_P6,155.8,3.5,102,2024-11-10 16:41:25.566270
6652,115,Product_Home & Kitchen_6652,Home & Kitchen,Furniture,Brand_A80,128.08,3.5,90,2026-02-10 16:41:25.566270
9138,115,Product_Clothing_9138,Clothing,Men,Brand_P26,39.68,3.6,102,2025-04-30 16:41:25.566270
7715,115,Product_Beauty_7715,Beauty,Skincare,Brand_E11,24.35,3.7,109,2024-09-17 16:41:25.566270
72,115,Product_Beauty_72,Beauty,Makeup,Brand_E53,104.03,5.0,102,2025-06-15 16:41:25.566270
7726,115,Product_Automotive_7726,Automotive,Motorcycle,Brand_F43,132.86,3.3,123,2025-01-23 16:41:25.566270
937,115,Product_Sports_937,Sports,Golf,Brand_L26,37.32,4.6,107,2024-09-26 16:41:25.566270
401,115,Product_Home & Kitchen_401,Home & Kitchen,Appliances,Brand_R56,67.29,4.1,93,2024-11-01 16:41:25.566270
9281,115,Product_Books_9281,Books,Comics,Brand_T59,275.87,3.1,78,2026-02-08 16:41:25.566270
9457,115,Product_Beauty_9457,Beauty,Haircare,Brand_L90,134.91,3.0,91,2025-11-23 16:41:25.566270
410,115,Product_Automotive_410,Automotive,Motorcycle,Brand_J87,17.35,4.9,94,2025-11-11 16:41:25.566270
9199,115,Product_Home & Kitchen_9199,Home & Kitchen,Appliances,Brand_E68,34.65,1.9,99,2024-12-15 16:41:25.566270
369,115,Product_Electronics_369,Electronics,Smartphones,Brand_G4,24.56,2.4,113,2024-09-16 16:41:25.566270
5954,115,Product_Toys_5954,Toys,Building Blocks,Brand_U86,51.46,3.8,105,2025-01-26 16:41:25.566270
7484,115,Product_Toys_7484,Toys,Dolls,Brand_D68,65.01,3.8,84,2025-10-28 16:41:25.566270
7544,115,Product_Automotive_7544,Automotive,Tools,Brand_J27,30.05,4.2,96,2025-03-25 16:41:25.566270
4615,115,Product_Electronics_4615,Electronics,Laptops,Brand_E63,51.89,4.7,105,2025-09-19 16:41:25.566270
5519,115,Product_Books_5519,Books,Children,Brand_U74,23.39,3.3,100,2024-12-22 16:41:25.566270
8335,115,Product_Beauty_8335,Beauty,Makeup,Brand_T45,42.28,4.1,91,2025-02-03 16:41:25.566270
934,115,Product_Automotive_934,Automotive,Tools,Brand_N11,152.18,4.3,109,2024-08-29 16:41:25.566270
5213,115,Product_Automotive_5213,Automotive,Car Care,Brand_Z2,112.83,4.4,90,2026-01-15 16:41:25.566270
6633,115,Product_Books_6633,Books,Educational,Brand_O80,5.0,4.4,81,2025-11-17 16:41:25.566270
4547,115,Product_Books_4547,Books,Children,Brand_X77,12.11,3.1,99,2025-08-28 16:41:25.566270
5815,115,Product_Home & Kitchen_5815,Home & Kitchen,Appliances,Brand_M91,38.37,2.8,110,2025-12-24 16:41:25.566270
6995,115,Product_Clothing_6995,Clothing,Women,Brand_M71,41.19,5.0,79,2025-10-14 16:41:25.566270
3865,115,Product_Electronics_3865,Electronics,Smartphones,Brand_K19,17.32,3.5,96,2024-12-09 16:41:25.566270
8531,115,Product_Clothing_8531,Clothing,Accessories,Brand_X68,21.07,4.9,87,2024-09-23 16:41:25.566270
1237,115,Product_Books_1237,Books,Children,Brand_H68,37.56,4.0,106,2025-07-16 16:41:25.566270
3336,115,Product_Beauty_3336,Beauty,Fragrance,Brand_Z13,395.23,4.2,83,2025-03-01 16:41:25.566270
6077,115,Product_Electronics_6077,Electronics,Smartphones,Brand_Z36,18.54,3.2,92,2024-11-30 16:41:25.566270
332,115,Product_Automotive_332,Automotive,Accessories,Brand_S31,5.0,2.5,92,2024-12-02 16:41:25.566270
2299,115,Product_Automotive_2299,Automotive,Tools,Brand_Y83,20.18,3.9,82,2025-04-29 16:41:25.566270
8878,115,Product_Electronics_8878,Electronics,Smartphones,Brand_F23,5.0,4.4,112,2026-02-21 16:41:25.566270
2735,115,Product_Clothing_2735,Clothing,Women,Brand_V78,162.82,1.6,101,2025-07-20 16:41:25.566270
2334,115,Product_Books_2334,Books,Comics,Brand_U57,281.64,2.6,125,2025-05-20 16:41:25.566270
2349,115,Product_Automotive_2349,Automotive,Accessories,Brand_X95,5.0,5.0,91,2026-01-30 16:41:25.566270
8287,115,Product_Books_8287,Books,Fiction,Brand_Y26,79.66,3.6,81,2025-05-21 16:41:25.566270
2493,115,Product_Beauty_2493,Beauty,Haircare,Brand_M57,26.78,3.4,97,2025-09-11 16:41:25.566270
2863,114,Product_Sports_2863,Sports,Cycling,Brand_I74,98.74,4.0,105,2025-11-04 16:41:25.566270
5651,114,Product_Home & Kitchen_5651,Home & Kitchen,Decor,Brand_Z31,10.28,2.8,93,2025-04-12 16:41:25.566270
5956,114,Product_Books_5956,Books,Children,Brand_B70,6.62,3.3,117,2025-01-21 16:41:25.566270
353,114,Product_Beauty_353,Beauty,Personal Care,Brand_V44,296.68,3.3,101,2024-08-20 16:41:25.566270
8200,114,Product_Home & Kitchen_8200,Home & Kitchen,Decor,Brand_F38,140.25,2.1,92,2024-12-06 16:41:25.566270
9608,114,Product_Electronics_9608,Electronics,Laptops,Brand_W76,55.57,4.0,98,2026-03-21 16:41:25.566270
9108,114,Product_Toys_9108,Toys,Board Games,Brand_O5,72.15,4.9,119,2024-08-23 16:41:25.566270
3401,114,Product_Sports_3401,Sports,Cycling,Brand_S24,320.98,4.1,126,2025-11-07 16:41:25.566270
1329,114,Product_Electronics_1329,Electronics,Wearables,Brand_Z11,26.75,3.9,87,2024-06-03 16:41:25.566270
3679,114,Product_Beauty_3679,Beauty,Haircare,Brand_P90,5.0,5.0,102,2024-08-15 16:41:25.566270
6627,114,Product_Beauty_6627,Beauty,Haircare,Brand_W42,11.65,3.2,111,2025-04-22 16:41:25.566270
6675,114,Product_Toys_6675,Toys,Action Figures,Brand_Y28,45.0,4.2,107,2025-10-02 16:41:25.566270
9561,114,Product_Automotive_9561,Automotive,Car Care,Brand_P70,136.2,3.3,104,2024-10-10 16:41:25.566270
3715,114,Product_Home & Kitchen_3715,Home & Kitchen,Cookware,Brand_G80,12.92,2.8,98,2024-11-28 16:41:25.566270
8014,114,Product_Books_8014,Books,Comics,Brand_B37,9.02,5.0,92,2025-03-17 16:41:25.566270
760,114,Product_Sports_760,Sports,Golf,Brand_R26,125.61,4.1,88,2024-06-27 16:41:25.566270
521,114,Product_Home & Kitchen_521,Home & Kitchen,Cookware,Brand_C94,132.51,4.4,75,2025-05-18 16:41:25.566270
6991,114,Product_Beauty_6991,Beauty,Makeup,Brand_U19,132.28,3.4,97,2025-06-09 16:41:25.566270
5464,114,Product_Clothing_5464,Clothing,Accessories,Brand_S36,30.94,3.4,111,2025-09-14 16:41:25.566270
6176,114,Product_Clothing_6176,Clothing,Accessories,Brand_C4,5.0,3.1,107,2024-10-29 16:41:25.566270
4775,114,Product_Toys_4775,Toys,Educational,Brand_X40,24.82,5.0,113,2025-08-07 16:41:25.566270
266,114,Product_Electronics_266,Electronics,Cameras,Brand_Y34,41.69,3.8,110,2025-06-25 16:41:25.566270
7109,114,Product_Automotive_7109,Automotive,Car Care,Brand_D60,108.02,5.0,104,2024-10-13 16:41:25.566270
3571,114,Product_Sports_3571,Sports,Golf,Brand_G35,27.2,3.5,110,2025-02-07 16:41:25.566270
2497,114,Product_Beauty_2497,Beauty,Haircare,Brand_L57,34.64,4.4,106,2025-06-24 16:41:25.566270
1371,114,Product_Clothing_1371,Clothing,Women,Brand_A13,69.76,2.6,101,2024-10-18 16:41:25.566270
8089,114,Product_Clothing_8089,Clothing,Kids,Brand_A87,5.3,3.1,115,2024-12-14 16:41:25.566270
7304,114,Product_Books_7304,Books,Fiction,Brand_R99,335.95,4.0,108,2025-07-16 16:41:25.566270
5938,114,Product_Toys_5938,Toys,Educational,Brand_P68,8.5,1.4,113,2024-10-15 16:41:25.566270
7006,114,Product_Sports_7006,Sports,Outdoor,Brand_Y67,12.52,3.6,107,2025-06-27 16:41:25.566270
9469,114,Product_Books_9469,Books,Fiction,Brand_P87,202.33,4.5,113,2024-06-25 16:41:25.566270
2057,114,Product_Sports_2057,Sports,Outdoor,Brand_M28,47.92,4.7,90,2025-03-20 16:41:25.566270
1024,114,Product_Home & Kitchen_1024,Home & Kitchen,Bedding,Brand_L91,144.12,3.0,85,2025-12-14 16:41:25.566270
1466,114,Product_Books_1466,Books,Fiction,Brand_K75,28.01,3.4,115,2024-07-10 16:41:25.566270
7867,114,Product_Clothing_7867,Clothing,Men,Brand_L15,140.75,3.0,94,2025-08-11 16:41:25.566270
8969,114,Product_Toys_8969,Toys,Educational,Brand_N75,66.87,4.6,87,2025-10-15 16:41:25.566270
6651,114,Product_Electronics_6651,Electronics,Smartphones,Brand_H35,6.97,3.3,89,2024-05-29 16:41:25.566270
1905,114,Product_Sports_1905,Sports,Team Sports,Brand_H9,44.8,3.2,99,2026-03-22 16:41:25.566270
9499,114,Product_Toys_9499,Toys,Educational,Brand_S20,5.0,3.6,113,2024-10-10 16:41:25.566270
7028,114,Product_Automotive_7028,Automotive,Accessories,Brand_N89,81.35,4.0,93,2025-09-12 16:41:25.566270
4130,113,Product_Sports_4130,Sports,Fitness,Brand_F72,161.55,2.8,108,2024-09-10 16:41:25.566270
9724,113,Product_Home & Kitchen_9724,Home & Kitchen,Bedding,Brand_O1,127.23,5.0,98,2026-01-02 16:41:25.566270
8786,113,Product_Clothing_8786,Clothing,Accessories,Brand_H17,10.5,4.3,91,2025-08-04 16:41:25.566270
9922,113,Product_Beauty_9922,Beauty,Fragrance,Brand_K33,349.6,3.7,107,2025-04-17 16:41:25.566270
7466,113,Product_Toys_7466,Toys,Action Figures,Brand_K84,202.42,4.0,92,2025-01-18 16:41:25.566270
525,113,Product_Toys_525,Toys,Board Games,Brand_O64,138.15,3.5,91,2024-09-05 16:41:25.566270
5653,113,Product_Electronics_5653,Electronics,Audio,Brand_I84,115.91,3.6,92,2025-01-05 16:41:25.566270
5800,113,Product_Toys_5800,Toys,Board Games,Brand_A9,269.74,3.6,82,2024-08-30 16:41:25.566270
7339,113,Product_Toys_7339,Toys,Board Games,Brand_R47,99.6,3.8,92,2025-05-03 16:41:25.566270
7676,113,Product_Beauty_7676,Beauty,Haircare,Brand_N2,94.57,3.8,108,2025-07-21 16:41:25.566270
6146,113,Product_Electronics_6146,Electronics,Audio,Brand_Z1,180.02,3.6,84,2025-07-13 16:41:25.566270
8083,113,Product_Clothing_8083,Clothing,Men,Brand_U40,24.38,2.8,106,2026-02-13 16:41:25.566270
735,113,Product_Books_735,Books,Children,Brand_B57,61.82,3.6,94,2025-02-02 16:41:25.566270
7973,113,Product_Home & Kitchen_7973,Home & Kitchen,Cookware,Brand_C86,80.66,5.0,98,2024-11-09 16:41:25.566270
2761,113,Product_Home & Kitchen_2761,Home & Kitchen,Appliances,Brand_T84,15.19,4.2,91,2026-03-15 16:41:25.566270
229,113,Product_Books_229,Books,Children,Brand_Y37,65.03,2.1,126,2024-05-22 16:41:25.566270
4863,113,Product_Home & Kitchen_4863,Home & Kitchen,Appliances,Brand_E10,48.22,4.7,94,2025-11-19 16:41:25.566270
7772,113,Product_Electronics_7772,Electronics,Wearables,Brand_E7,82.65,2.5,101,2025-07-23 16:41:25.566270
1030,113,Product_Toys_1030,Toys,Dolls,Brand_L8,196.61,2.6,94,2024-12-07 16:41:25.566270
2518,113,Product_Books_2518,Books,Children,Brand_N74,16.77,3.2,105,2025-10-02 16:41:25.566270
8573,113,Product_Toys_8573,Toys,Action Figures,Brand_M89,334.11,3.8,109,2025-11-14 16:41:25.566270
8403,113,Product_Toys_8403,Toys,Educational,Brand_R19,134.0,2.8,105,2026-04-09 16:41:25.566270
8772,113,Product_Clothing_8772,Clothing,Accessories,Brand_L10,19.13,4.3,92,2026-02-09 16:41:25.566270
7049,113,Product_Beauty_7049,Beauty,Haircare,Brand_Y3,71.48,4.2,92,2025-08-06 16:41:25.566270
7139,113,Product_Beauty_7139,Beauty,Personal Care,Brand_P64,65.89,4.6,110,2024-07-07 16:41:25.566270
7257,113,Product_Clothing_7257,Clothing,Women,Brand_C30,25.58,4.5,100,2025-06-20 16:41:25.566270
4685,113,Product_Home & Kitchen_4685,Home & Kitchen,Appliances,Brand_D59,151.42,4.6,96,2026-03-21 16:41:25.566270
9543,113,Product_Home & Kitchen_9543,Home & Kitchen,Cookware,Brand_Z5,61.04,4.7,94,2025-08-17 16:41:25.566270
9688,113,Product_Sports_9688,Sports,Golf,Brand_Z72,5.0,3.3,95,2024-11-17 16:41:25.566270
2077,113,Product_Automotive_2077,Automotive,Car Care,Brand_C96,18.0,4.7,97,2024-05-27 16:41:25.566270
9269,113,Product_Sports_9269,Sports,Outdoor,Brand_Q17,7.35,3.5,122,2025-10-08 16:41:25.566270
5090,113,Product_Automotive_5090,Automotive,Parts,Brand_E46,17.43,4.1,92,2024-12-12 16:41:25.566270
115,113,Product_Automotive_115,Automotive,Tools,Brand_P70,24.13,3.6,107,2025-05-16 16:41:25.566270
9456,113,Product_Electronics_9456,Electronics,Wearables,Brand_U52,5.0,4.2,116,2026-04-02 16:41:25.566270
2580,113,Product_Sports_2580,Sports,Team Sports,Brand_V46,50.54,5.0,102,2024-08-23 16:41:25.566270
980,113,Product_Beauty_980,Beauty,Personal Care,Brand_I4,19.53,3.1,98,2024-08-18 16:41:25.566270
634,113,Product_Sports_634,Sports,Cycling,Brand_E8,54.04,4.6,92,2024-06-27 16:41:25.566270
7873,113,Product_Clothing_7873,Clothing,Men,Brand_Z71,157.63,4.1,98,2024-08-08 16:41:25.566270
3177,113,Product_Books_3177,Books,Fiction,Brand_J32,86.92,5.0,97,2024-09-08 16:41:25.566270
4386,113,Product_Beauty_4386,Beauty,Skincare,Brand_H97,224.92,3.3,114,2026-02-14 16:41:25.566270
7845,113,Product_Electronics_7845,Electronics,Cameras,Brand_I23,330.6,4.8,105,2026-03-03 16:41:25.566270
3348,113,Product_Home & Kitchen_3348,Home & Kitchen,Furniture,Brand_O18,105.0,2.7,106,2025-09-02 16:41:25.566270
3946,113,Product_Home & Kitchen_3946,Home & Kitchen,Bedding,Brand_D73,356.76,3.6,112,2026-01-24 16:41:25.566270
3930,113,Product_Electronics_3930,Electronics,Laptops,Brand_Z80,50.02,4.0,113,2025-12-14 16:41:25.566270
2830,113,Product_Clothing_2830,Clothing,Kids,Brand_O3,154.94,4.5,90,2025-12-29 16:41:25.566270
4451,113,Product_Toys_4451,Toys,Board Games,Brand_O9,83.26,3.6,97,2024-12-27 16:41:25.566270
3390,112,Product_Sports_3390,Sports,Team Sports,Brand_Y59,218.83,4.2,116,2024-09-10 16:41:25.566270
6653,112,Product_Electronics_6653,Electronics,Smartphones,Brand_O78,20.03,4.0,105,2025-08-14 16:41:25.566270
6606,112,Product_Toys_6606,Toys,Dolls,Brand_D31,155.07,3.9,99,2024-07-05 16:41:25.566270
1128,112,Product_Toys_1128,Toys,Building Blocks,Brand_W5,22.2,1.4,103,2026-02-14 16:41:25.566270
2041,112,Product_Books_2041,Books,Non-Fiction,Brand_Z48,34.99,4.6,112,2026-01-19 16:41:25.566270
3737,112,Product_Automotive_3737,Automotive,Parts,Brand_M17,34.29,4.3,89,2026-04-16 16:41:25.566270
6682,112,Product_Books_6682,Books,Comics,Brand_W68,185.77,3.4,94,2025-12-04 16:41:25.566270
7472,112,Product_Sports_7472,Sports,Golf,Brand_N62,10.06,4.2,115,2025-11-29 16:41:25.566270
5763,112,Product_Sports_5763,Sports,Golf,Brand_G8,43.02,3.7,108,2025-10-23 16:41:25.566270
7287,112,Product_Beauty_7287,Beauty,Fragrance,Brand_D32,96.92,3.1,120,2025-06-06 16:41:25.566270
1963,112,Product_Books_1963,Books,Educational,Brand_H72,7.49,3.9,90,2025-08-29 16:41:25.566270
5948,112,Product_Home & Kitchen_5948,Home & Kitchen,Appliances,Brand_K87,109.82,3.4,102,2025-07-05 16:41:25.566270
5512,112,Product_Toys_5512,Toys,Educational,Brand_L37,141.16,3.4,99,2025-05-30 16:41:25.566270
1959,112,Product_Home & Kitchen_1959,Home & Kitchen,Decor,Brand_A47,80.89,5.0,86,2025-08-30 16:41:25.566270
8334,112,Product_Sports_8334,Sports,Fitness,Brand_E56,95.25,3.0,83,2026-02-05 16:41:25.566270
1132,112,Product_Home & Kitchen_1132,Home & Kitchen,Bedding,Brand_B57,190.82,3.7,90,2024-10-26 16:41:25.566270
412,112,Product_Toys_412,Toys,Dolls,Brand_O74,22.36,3.9,101,2025-03-25 16:41:25.566270
692,112,Product_Electronics_692,Electronics,Wearables,Brand_E87,10.7,2.2,94,2025-11-01 16:41:25.566270
3431,112,Product_Electronics_3431,Electronics,Smartphones,Brand_B94,25.0,2.9,106,2024-09-27 16:41:25.566270
2307,112,Product_Beauty_2307,Beauty,Skincare,Brand_P44,69.06,3.7,94,2025-07-19 16:41:25.566270
8392,112,Product_Automotive_8392,Automotive,Car Care,Brand_K63,15.13,2.7,112,2025-12-23 16:41:25.566270
3218,112,Product_Clothing_3218,Clothing,Men,Brand_R38,5.0,3.3,113,2025-09-24 16:41:25.566270
5030,112,Product_Automotive_5030,Automotive,Parts,Brand_A37,6.73,3.2,88,2024-07-30 16:41:25.566270
3608,112,Product_Beauty_3608,Beauty,Makeup,Brand_Z74,24.78,2.9,93,2024-05-13 16:41:25.566270
869,112,Product_Toys_869,Toys,Educational,Brand_W68,95.49,3.7,93,2024-06-14 16:41:25.566270
2455,112,Product_Home & Kitchen_2455,Home & Kitchen,Decor,Brand_N73,160.5,3.7,91,2025-09-11 16:41:25.566270
4668,112,Product_Automotive_4668,Automotive,Car Care,Brand_J22,21.61,4.0,96,2025-05-08 16:41:25.566270
8323,112,Product_Home & Kitchen_8323,Home & Kitchen,Furniture,Brand_G2,103.14,3.6,101,2025-09-23 16:41:25.566270
6221,112,Product_Toys_6221,Toys,Building Blocks,Brand_D9,68.85,4.2,102,2025-07-15 16:41:25.566270
2965,112,Product_Clothing_2965,Clothing,Accessories,Brand_Y24,56.23,3.1,99,2025-04-14 16:41:25.566270
7067,112,Product_Books_7067,Books,Children,Brand_S95,88.11,4.4,99,2025-05-07 16:41:25.566270
5553,112,Product_Books_5553,Books,Comics,Brand_U17,31.72,4.5,113,2026-02-05 16:41:25.566270
7674,112,Product_Home & Kitchen_7674,Home & Kitchen,Cookware,Brand_V28,24.8,2.8,104,2025-05-29 16:41:25.566270
7141,112,Product_Sports_7141,Sports,Team Sports,Brand_E14,170.74,1.5,98,2024-12-22 16:41:25.566270
64,111,Product_Sports_64,Sports,Cycling,Brand_T8,32.22,4.7,92,2025-01-31 16:41:25.566270
1756,111,Product_Home & Kitchen_1756,Home & Kitchen,Furniture,Brand_L75,5.0,3.7,97,2026-03-04 16:41:25.566270
